	feature_id	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class	rank_spec	msms_score	libname	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final
334	806	8	Amino acids and Peptides|Shikimates and Phenylpropanoids	0.1595744680851064	Small peptides	0.1702127659574468	Aminoacids	0.11702127659574468	1.0	0.585644	ISDB	RXGLHDWAZQECBI-SRVKXCTJSA-N	InChI=1S/C15H29N3O5/c1-8(2)5-10(16)13(20)17-11(6-9(3)4)14(21)18-12(7-19)15(22)23/h8-12,19H,5-7,16H2,1-4H3,(H,17,20)(H,18,21)(H,22,23)/t10-,11-,12-/m0/s1	CC(C)C[C@H](N)C(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](CO)C(=O)O	C15H29N3O5		331.210721028	RXGLHDWAZQECBI	Amino acids and Peptides|Shikimates and Phenylpropanoids	Small peptides	Aminoacids	Trypanosoma brucei	494245.0	['Eukaryota']	['Unknown']	['Unknown']	['Unknown']	['Kinetoplastea']	['Unknown']	['Unknown']	['Trypanosoma']	['Trypanosoma brucei']		['Eukaryota']									1	3	4.585644006729126	1
335	803	14	Fatty acids	0.4177215189873418	Fatty Acids and Conjugates	0.25316455696202533	Unsaturated fatty acids	0.16455696202531644	1.0	0.33725545	ISDB	XEBKSQSGNGRGDW-YFHOEESVSA-N	InChI=1S/C18H34O4/c1-2-3-4-5-7-10-13-16(19)17(20)14-11-8-6-9-12-15-18(21)22/h7,10,16-17,19-20H,2-6,8-9,11-15H2,1H3,(H,21,22)/b10-7-	CCCCC/C=C\CC(O)C(O)CCCCCCCC(=O)O	C18H34O4		314.245709568	XEBKSQSGNGRGDW	Fatty acids	Octadecanoids	Other Octadecanoids	Drosophila melanogaster	505714.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Diptera']	['Drosophilidae']	['Drosophilini']	['Drosophila']	['Drosophila melanogaster']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']						4	1	5.337255448102951	1
337	791	14	Fatty acids	0.4177215189873418	Fatty Acids and Conjugates	0.25316455696202533	Unsaturated fatty acids	0.16455696202531644	2.0	0.68419	ISDB	LTUMRKDLVGQMJU-IUBLYSDUSA-N	InChI=1S/C18H30O/c1-15(2)9-6-10-16(3)11-7-12-17(4)13-8-14-18(5)19/h9,11,13H,6-8,10,12,14H2,1-5H3/b16-11+,17-13+	CC(=O)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C	C18H30O		262.22966558	LTUMRKDLVGQMJU	Fatty acids	Fatty acyls	Fatty aldehydes|Hydrocarbons	Tilia platyphyllos	1067735.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malvales']	['Malvaceae']	['Unknown']	['Tilia']	['Tilia platyphyllos']		['Eukaryota']									1	1	2.6841899752616882	1
354	712	-1							1.0	0.34712303	ISDB	PDQDCFBVYXEFSD-SRVKXCTJSA-N	InChI=1S/C16H29N3O6/c1-8(2)5-10(17)14(22)18-11(6-9(3)4)15(23)19-12(16(24)25)7-13(20)21/h8-12H,5-7,17H2,1-4H3,(H,18,22)(H,19,23)(H,20,21)(H,24,25)/t10-,11-,12-/m0/s1	CC(C)C[C@H](N)C(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](CC(=O)O)C(=O)O	C16H29N3O6		359.205635648	PDQDCFBVYXEFSD	Amino acids and Peptides			Trypanosoma brucei	494245.0	['Eukaryota']	['Unknown']	['Unknown']	['Unknown']	['Kinetoplastea']	['Unknown']	['Unknown']	['Trypanosoma']	['Trypanosoma brucei']		['Eukaryota']									1	0	1.3471230268478394	1
355	708	29	Fatty acids	0.5151515151515151	Fatty acyls	0.36363636363636365	Piperidine alkaloids	0.24242424242424243	2.0	0.7601382	ISDB	VDRZDTXJMRRVMF-UONOGXRCSA-N	InChI=1S/C14H29NO2/c1-2-3-4-5-6-7-8-9-10-11-14(17)13(15)12-16/h10-11,13-14,16-17H,2-9,12,15H2,1H3/t13-,14+/m0/s1	CCCCCCCCCC=C[C@@H](O)[C@@H](N)CO	C14H29NO2		243.219829168	VDRZDTXJMRRVMF	Fatty acids	Sphingolipids	Sphingoid bases	Bombyx mori	440274.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Lepidoptera']	['Bombycidae']	['Unknown']	['Bombyx']	['Bombyx mori']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']						4	1	5.760138213634491	1
356	690	198	Fatty acids	0.3333333333333333	Fatty acyls	0.3333333333333333	Fatty alcohols	0.3333333333333333	2.0	0.51900685	ISDB	BITFKLCIIJKNRC-UHFFFAOYSA-N	InChI=1S/C13H23NO2/c1-5-6-7-11(4)13(16)14-12(9-15)8-10(2)3/h5-7,10,12,15H,8-9H2,1-4H3,(H,14,16)	CC=CC=C(C)C(O)=NC(CO)CC(C)C	C13H23NO2		225.172878976	BITFKLCIIJKNRC	Fatty acids	Fatty acyls	Fatty alcohols	Aspergillus cejpii	214416.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Eurotiomycetes']	['Eurotiales']	['Trichocomaceae']	['Unknown']	['Dichotomomyces']	['Dichotomomyces cejpii']		['Eukaryota']									1	3	4.519006848335266	1
358	687	8	Amino acids and Peptides|Shikimates and Phenylpropanoids	0.1595744680851064	Small peptides	0.1702127659574468	Aminoacids	0.11702127659574468	1.0	0.82612103	ISDB	WTYNCKUPEBKPHK-UHFFFAOYSA-N	InChI=1S/C10H20N2O4/c1-3-6(2)5-12-9(14)8(13)4-7(11)10(15)16/h6-8,13H,3-5,11H2,1-2H3,(H,12,14)(H,15,16)	CCC(C)CN=C(O)C(O)CC(N)C(=O)O	C10H20N2O4		232.14230712	WTYNCKUPEBKPHK	Amino acids and Peptides|Shikimates and Phenylpropanoids	Small peptides	Aminoacids	Hemerocallis fulva	62294.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asparagales']	['Asphodelaceae']	['Unknown']	['Hemerocallis']	['Hemerocallis fulva']		['Eukaryota']									1	3	4.826121032238007	1
359	686	-1							1.0	0.32652515	ISDB	JTKSDGHRCYOIEL-NAGHWVPFSA-N	InChI=1S/C30H50O5/c1-18(17-19(31)23(33)25(4,5)34)29-16-15-28(8)27(7)13-9-20-24(2,3)22(32)11-12-26(20,6)21(27)10-14-30(28,29)35-29/h18-21,23,31,33-34H,9-17H2,1-8H3/t18-,19+,20-,21+,23-,26+,27+,28-,29-,30-/m1/s1	C[C@H](C[C@H](O)[C@@H](O)C(C)(C)O)[C@]12CC[C@]3(C)[C@@]4(C)CC[C@@H]5C(C)(C)C(=O)CC[C@]5(C)[C@@H]4CC[C@]13O2	C30H50O5		490.3658247	JTKSDGHRCYOIEL	Terpenoids	Triterpenoids	Dammarane and Protostane triterpenoids	Alisma plantago-aquatica	484565.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Alismatales']	['Alismataceae']	['Unknown']	['Alisma']	['Alisma plantago-aquatica']		['Eukaryota']									1	0	1.3265251517295837	1
360	681	29	Fatty acids	0.5151515151515151	Fatty acyls	0.36363636363636365	Piperidine alkaloids	0.24242424242424243	1.0	0.7357624	ISDB	PBLMLBGCPHZQEA-UHFFFAOYSA-N	InChI=1S/C14H27NO/c1-4-5-6-7-8-9-10-13(14(15)16)11-12(2)3/h10,12H,4-9,11H2,1-3H3,(H2,15,16)	CCCCCCCC=C(CC(C)C)C(=N)O	C14H27NO		225.209264484	PBLMLBGCPHZQEA	Fatty acids	Fatty Acids and Conjugates	Branched fatty acids	Zanthoxylum zanthoxyloides	6125784.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Rutaceae']	['Unknown']	['Zanthoxylum']	['Zanthoxylum zanthoxyloides']		['Eukaryota']									1	1	2.7357624173164368	1
361	676	-1							1.0	0.3957927	ISDB	KBIRYFSNYHBRLD-JKQORVJESA-N	InChI=1S/C21H37N5O6/c1-11(2)10-14(24-18(28)13(22)7-8-16(23)27)19(29)25-17(12(3)4)20(30)26-9-5-6-15(26)21(31)32/h11-15,17H,5-10,22H2,1-4H3,(H2,23,27)(H,24,28)(H,25,29)(H,31,32)/t13-,14-,15-,17-/m0/s1	CC(C)C[C@H](N=C(O)[C@@H](N)CCC(=N)O)C(O)=N[C@H](C(=O)N1CCC[C@H]1C(=O)O)C(C)C	C21H37N5O6		455.274383904	KBIRYFSNYHBRLD	Amino acids and Peptides|Shikimates and Phenylpropanoids	Small peptides	Aminoacids	Ganoderma lucidum	60045.0	['Eukaryota']	['Fungi']	['Basidiomycota']	['Agaricomycetes']	['Polyporales']	['Ganodermataceae']	['Unknown']	['Ganoderma']	['Ganoderma lucidum']		['Eukaryota']									1	0	1.395792692899704	1
362	672	173	Polyketides	0.5	Linear polyketides	0.5	Open-chain polyketides	0.5	1.0	0.0	MS1_match	GCBOFAMJKLBCMW-UHFFFAOYSA-N	InChI=1S/C40H70O14/c1-11-20(2)12-21(3)13-26(8)38(54-40-37(50)36(49)35(48)31(18-42)53-40)27(9)15-24(6)32(45)22(4)14-23(5)33(46)25(7)16-28(10)39(51)52-19-30(44)34(47)29(43)17-41/h13-16,20-22,25,27,29-38,40-50H,11-12,17-19H2,1-10H3	CCC(C)CC(C)C=C(C)C(OC1OC(CO)C(O)C(O)C1O)C(C)C=C(C)C(O)C(C)C=C(C)C(O)C(C)C=C(C)C(=O)OCC(O)C(O)C(O)CO	C40H70O14	pos_2_2proton2acetonitrile	774.47655692	GCBOFAMJKLBCMW	Polyketides	Linear polyketides	Open-chain polyketides	Apterostigma dentigerum	1048276.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	['Attini']	['Apterostigma']	['Apterostigma dentigerum']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']				6	3	9.0	1
363	671	14	Fatty acids	0.4177215189873418	Fatty Acids and Conjugates	0.25316455696202533	Unsaturated fatty acids	0.16455696202531644	1.0	0.73587084	ISDB	UAUDZVJPLUQNMU-KTKRTIGZSA-N	InChI=1S/C22H43NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h9-10H,2-8,11-21H2,1H3,(H2,23,24)/b10-9-	CCCCCCCC/C=C\CCCCCCCCCCCC(=N)O	C22H43NO		337.334464996	UAUDZVJPLUQNMU	Fatty acids	Fatty acyls		Pseudo-nitzschia multistriata	252626.0	['Eukaryota']	['Unknown']	['Bacillariophyta']	['Bacillariophyceae']	['Unknown']	['Unknown']	['Unknown']	['Pseudo-nitzschia']	['Pseudo-nitzschia multistriata']		['Eukaryota']									1	1	2.735870838165283	1
366	668	-1							1.0	0.43735057	ISDB	AVLMMDWEIUEKEK-IAZWUMQMSA-N	InChI=1S/C23H23N3O2/c1-4-22(2,3)23-13-18-19(27)24-16-11-7-5-9-14(16)20(28)26(18)21(23)25-17-12-8-6-10-15(17)23/h4-12,18,21,25H,1,13H2,2-3H3,(H,24,27)/t18-,21?,23-/m0/s1	C=CC(C)(C)[C@]12C[C@H]3C(O)=Nc4ccccc4C(=O)N3C1Nc1ccccc12	C23H23N3O2		373.179026976	AVLMMDWEIUEKEK	Alkaloids|Amino acids and Peptides	Peptide alkaloids		Aspergillus novofumigatus	151914.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Eurotiomycetes']	['Eurotiales']	['Trichocomaceae']	['Unknown']	['Aspergillus']	['Aspergillus novofumigatus']		['Eukaryota']									1	0	1.437350571155548	1
371	659	-1							1.0	0.8093535	ISDB							OEHQRTJIHGTBEA						['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	0.8093534708023071	1
373	636	8	Amino acids and Peptides|Shikimates and Phenylpropanoids	0.1595744680851064	Small peptides	0.1702127659574468	Aminoacids	0.11702127659574468	1.0	0.3491496	ISDB	PPQRSMGDOHLTBE-UWVGGRQHSA-N	InChI=1S/C12H16N2O4/c13-9(7-15)11(16)14-10(12(17)18)6-8-4-2-1-3-5-8/h1-5,9-10,15H,6-7,13H2,(H,14,16)(H,17,18)/t9-,10-/m0/s1	N[C@@H](CO)C(O)=N[C@@H](Cc1ccccc1)C(=O)O	C12H16N2O4		252.111006992	PPQRSMGDOHLTBE	Amino acids and Peptides|Shikimates and Phenylpropanoids	Small peptides	Aminoacids|Dipeptides	Arabidopsis thaliana	309263.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']		['Eukaryota']									1	2	3.349149614572525	1
374	620	8	Amino acids and Peptides|Shikimates and Phenylpropanoids	0.1595744680851064	Small peptides	0.1702127659574468	Aminoacids	0.11702127659574468	1.0	0.5780751	ISDB	KRNYOVHEKOBTEF-YUMQZZPRSA-N	InChI=1S/C10H20N2O3/c1-5(2)7(11)9(13)12-8(6(3)4)10(14)15/h5-8H,11H2,1-4H3,(H,12,13)(H,14,15)/t7-,8-/m0/s1	CC(C)[C@H](N)C(O)=N[C@H](C(=O)O)C(C)C	C10H20N2O3		216.1473925	KRNYOVHEKOBTEF	Amino acids and Peptides|Shikimates and Phenylpropanoids	Small peptides	Aminoacids	Trypanosoma brucei	494245.0	['Eukaryota']	['Unknown']	['Unknown']	['Unknown']	['Kinetoplastea']	['Unknown']	['Unknown']	['Trypanosoma']	['Trypanosoma brucei']		['Eukaryota']									1	3	4.578075110912323	1
375	592	-1							1.0	0.37963352	ISDB	DBJBAGUZUMGDCA-YPMHNXCESA-N	InChI=1S/C14H16N2O5/c17-11-3-4-12(18)16(11)13-9(5-7-20-13)8-21-14(19)10-2-1-6-15-10/h1-2,5-6,11,13,15,17H,3-4,7-8H2/t11-,13+/m1/s1	O=C(OCC1=CCO[C@@H]1N1C(=O)CC[C@H]1O)c1ccc[nH]1	C14H16N2O5		292.105921612	DBJBAGUZUMGDCA	Alkaloids	Ornithine alkaloids	Pyrrolidine alkaloids	Brachystemma calycinum	109659.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Caryophyllales']	['Caryophyllaceae']	['Alsineae']	['Brachystemma']	['Brachystemma calycinum']		['Eukaryota']									1	0	1.379633516073227	1
376	586	14	Fatty acids	0.4177215189873418	Fatty Acids and Conjugates	0.25316455696202533	Unsaturated fatty acids	0.16455696202531644	45.0	0.6960436	ISDB	YZXBAPSDXZZRGB-DOFZRALJSA-N	InChI=1S/C20H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10,12-13,15-16H,2-5,8,11,14,17-19H2,1H3,(H,21,22)/b7-6-,10-9-,13-12-,16-15-	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O	C20H32O2		304.240230264	YZXBAPSDXZZRGB	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']								2	3	5.696043610572815	1
379	580	156							1.0	0.33318722	ISDB	LODIJGLULWBSDS-WGEBEKNLSA-N	InChI=1S/C22H34N4O6/c1-11(2)17(26-21(30)18(12(3)4)25-19(28)13(5)23)20(29)24-16(22(31)32)10-14-6-8-15(27)9-7-14/h6-9,11-13,16-18,27H,10,23H2,1-5H3,(H,24,29)(H,25,28)(H,26,30)(H,31,32)/t13-,16+,17?,18?/m0/s1	CC(C)C(N=C(O)C(N=C(O)[C@H](C)N)C(C)C)C(O)=N[C@H](Cc1ccc(O)cc1)C(=O)O	C22H34N4O6		450.247834808	LODIJGLULWBSDS				Aspergillus	550772.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Eurotiomycetes']	['Eurotiales']	['Trichocomaceae']	['Unknown']	['Aspergillus']	['Unknown']		['Eukaryota']									1	0	1.333187222480774	1
380	566	239	Shikimates and Phenylpropanoids	0.5	Phenylpropanoids (C6-C3)	0.5	Cinnamic acids and derivatives	0.5	1.0	0.36454117	ISDB	SQLYMDFELKLKFY-HWKANZROSA-N	InChI=1S/C14H14O9/c1-23-9-6-7(2-4-8(9)15)3-5-10(16)14(22,13(20)21)11(17)12(18)19/h2-6,11,15,17,22H,1H3,(H,18,19)(H,20,21)/b5-3+	COc1cc(/C=C/C(=O)C(O)(C(=O)O)C(O)C(=O)O)ccc1O	C14H14O9		326.063782028	SQLYMDFELKLKFY	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	Vitis vinifera	756728.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Vitales']	['Vitaceae']	['Viteae']	['Vitis']	['Vitis vinifera']		['Eukaryota']									1	3	4.364541172981262	1
381	559	-1							1.0	0.61134505	ISDB							XPTYZZFDRYKQJS						['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	0.6113450527191162	1
382	558	-1							1.0	0.74095863	ISDB	SWENTULCGZSDKG-UHFFFAOYSA-N	InChI=1S/C20H27NO3/c1-16(2)12-13-21-20(22)9-7-5-3-4-6-8-17-10-11-18-19(14-17)24-15-23-18/h3,5,7,9-11,14,16H,4,6,8,12-13,15H2,1-2H3,(H,21,22)	CC(C)CCN=C(O)C=CC=CCCCc1ccc2c(c1)OCO2	C20H27NO3		329.199093724	SWENTULCGZSDKG	Polyketides			Piper nigrum	472526.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Piperales']	['Piperaceae']	['Unknown']	['Piper']	['Piper nigrum']		['Eukaryota']									1	0	1.7409586310386658	1
383	522	10	Alkaloids	0.1	Lysine alkaloids	0.1	Piperidine alkaloids	0.1	1.0	0.51275355	ISDB	WKXFBVJTZFLUBO-AVTSYZAUSA-N	InChI=1S/C17H25NO/c1-18-13-7-11-16(18)14-17(19)12-6-5-10-15-8-3-2-4-9-15/h2-5,8-10,16-17,19H,6-7,11-14H2,1H3/b10-5+/t16-,17-/m1/s1	CN1CCC[C@@H]1C[C@H](O)CC/C=C/c1ccccc1	C17H25NO		259.19361442	WKXFBVJTZFLUBO	Alkaloids	Lysine alkaloids	Piperidine alkaloids	Darlingia darlingiana	414374.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Proteales']	['Proteaceae']	['Unknown']	['Darlingia']	['Darlingia darlingiana']		['Eukaryota']									1	3	4.512753546237946	1
384	514	155	Amino acids and Peptides|Shikimates and Phenylpropanoids	1.0	Small peptides	1.0	Aminoacids	1.0	1.0	0.5689712	ISDB	VKVDRTGWLVZJOM-DCAQKATOSA-N	InChI=1S/C14H27N3O5/c1-7(2)5-9(15)12(19)17-11(8(3)4)13(20)16-10(6-18)14(21)22/h7-11,18H,5-6,15H2,1-4H3,(H,16,20)(H,17,19)(H,21,22)/t9-,10-,11-/m0/s1	CC(C)C[C@H](N)C(O)=N[C@H](C(O)=N[C@@H](CO)C(=O)O)C(C)C	C14H27N3O5		317.195070964	VKVDRTGWLVZJOM	Amino acids and Peptides|Shikimates and Phenylpropanoids	Small peptides	Aminoacids	Trypanosoma brucei	494245.0	['Eukaryota']	['Unknown']	['Unknown']	['Unknown']	['Kinetoplastea']	['Unknown']	['Unknown']	['Trypanosoma']	['Trypanosoma brucei']		['Eukaryota']									1	3	4.568971216678619	1
385	511	14	Fatty acids	0.4177215189873418	Fatty Acids and Conjugates	0.25316455696202533	Unsaturated fatty acids	0.16455696202531644	1.0	0.68892413	ISDB	RLHIRZFWJBOHHD-UHFFFAOYSA-N	InChI=1S/C27H44/c1-19(2)9-8-10-20(3)23-14-15-24-22-13-12-21-11-6-7-17-26(21,4)25(22)16-18-27(23,24)5/h6,11-12,19-20,22-25H,7-10,13-18H2,1-5H3	CC(C)CCCC(C)C1CCC2C3CC=C4C=CCCC4(C)C3CCC12C	C27H44		368.344301408	RLHIRZFWJBOHHD	Terpenoids	Steroids	Cholestane steroids	Coccinella septempunctata	343294.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Coleoptera']	['Coccinellidae']	['Coccinellini']	['Coccinella']	['Coccinella septempunctata']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']						4	0	4.688924133777618	1
386	509	126	Amino acids and Peptides|Shikimates and Phenylpropanoids	0.5	Small peptides	0.5	Aminoacids	0.3333333333333333	1.0	0.38669357	ISDB	BXNGIHFNNNSEOS-UWVGGRQHSA-N	InChI=1S/C13H17N3O4/c14-9(6-8-4-2-1-3-5-8)12(18)16-10(13(19)20)7-11(15)17/h1-5,9-10H,6-7,14H2,(H2,15,17)(H,16,18)(H,19,20)/t9-,10-/m0/s1	N=C(O)C[C@H](N=C(O)[C@@H](N)Cc1ccccc1)C(=O)O	C13H17N3O4		279.121906024	BXNGIHFNNNSEOS	Amino acids and Peptides|Shikimates and Phenylpropanoids	Small peptides	Aminoacids	Trypanosoma brucei	494245.0	['Eukaryota']	['Unknown']	['Unknown']	['Unknown']	['Kinetoplastea']	['Unknown']	['Unknown']	['Trypanosoma']	['Trypanosoma brucei']		['Eukaryota']									1	3	4.386693567037582	1
387	495	-1							8.0	0.35060692	ISDB	IECPWNUMDGFDKC-MZJAQBGESA-N	InChI=1S/C31H48O6/c1-17(2)9-8-10-20(28(35)36)26-22-15-24(34)27-29(5)13-12-23(33)18(3)21(29)11-14-30(27,6)31(22,7)16-25(26)37-19(4)32/h9,18,21-25,27,33-34H,8,10-16H2,1-7H3,(H,35,36)/b26-20-/t18-,21-,22-,23+,24+,25-,27-,29-,30-,31-/m0/s1	CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O	C31H48O6		516.345089256	IECPWNUMDGFDKC	Terpenoids	Triterpenoids	Fusidane triterpenoids	Apis cerana	625771.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Apidae']	['Apini']	['Apis']	['Apis cerana']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']					5	0	5.350606918334961	1
388	483	14	Fatty acids	0.4177215189873418	Fatty Acids and Conjugates	0.25316455696202533	Unsaturated fatty acids	0.16455696202531644	11.0	0.0	MS1_match	DSFNZXRWOVOIGV-UHFFFAOYSA-N	InChI=1S/C17H28/c1-6-15(4)11-9-13-17(8-3)14-10-12-16(5)7-2/h6,11-13H,1,7-10,14H2,2-5H3	C=CC(C)=CCC=C(CC)CCC=C(C)CC	C17H28	pos_1_1proton1methanol	232.219100896	DSFNZXRWOVOIGV	Fatty acids	Fatty acyls	Hydrocarbons	Myrmica scabrinodis	341457.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	['Myrmicini']	['Myrmica']	['Myrmica scabrinodis']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']				6	1	7.0	1
390	390	-1							1.0	0.75069004	ISDB	IQMPLVCUIKZODQ-PMACEKPBSA-N	InChI=1S/C21H38O3/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-19-20(22)18(2)24-21(19)23/h19-20,22H,2-17H2,1H3/t19-,20-/m0/s1	C=C1OC(=O)[C@@H](CCCCCCCCCCCCCCCC)[C@H]1O	C21H38O3		338.282095076	IQMPLVCUIKZODQ	Polyketides			Pinnigorgia flava	169634.0	['Eukaryota']	['Metazoa']	['Cnidaria']	['Anthozoa']	['Alcyonacea']	['Gorgoniidae']	['Unknown']	['Pinnigorgia']	['Pinnigorgia flava']		['Eukaryota']	['Metazoa']								2	0	2.7506900429725647	1
392	386	14	Fatty acids	0.4177215189873418	Fatty Acids and Conjugates	0.25316455696202533	Unsaturated fatty acids	0.16455696202531644	18.0	0.34675288	ISDB	OYHQOLUKZRVURQ-AVQMFFATSA-N	InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H,19,20)/b7-6+,10-9+	CCCCC/C=C/C/C=C/CCCCCCCC(=O)O	C18H32O2		280.240230264	OYHQOLUKZRVURQ	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids	Apis	52851.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Apidae']	['Apini']	['Apis']	['Unknown']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']					5	3	8.346752882003784	1
393	380	67	Alkaloids|Terpenoids	0.3333333333333333	Tryptophan alkaloids	0.3333333333333333	Indole-Diterpenoid alkaloids (Penitrems)	0.3333333333333333	1.0	0.4128083	ISDB	HITQLOOAHMTOMZ-POENEODOSA-N	InChI=1S/C30H41NO3/c1-18(2)10-9-14-28(4)25(34-19(3)32)13-15-29(5)26(28)24(33)17-20-16-22-21-11-7-8-12-23(21)31-27(22)30(20,29)6/h7-8,10-12,20,24-26,31,33H,9,13-17H2,1-6H3/t20-,24-,25+,26+,28-,29+,30-/m1/s1	CC(=O)O[C@H]1CC[C@@]2(C)[C@@H]([C@H](O)C[C@H]3Cc4c([nH]c5ccccc45)[C@@]32C)[C@]1(C)CCC=C(C)C	C30H41NO3		463.308644172	HITQLOOAHMTOMZ	Alkaloids|Terpenoids	Tryptophan alkaloids	Indole-Diterpenoid alkaloids (Penitrems)	Aspergillus sclerotiicarbonarius	882509.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Eurotiomycetes']	['Eurotiales']	['Trichocomaceae']	['Unknown']	['Aspergillus']	['Aspergillus sclerotiicarbonarius']		['Eukaryota']									1	3	4.412808299064636	1
394	361	47	Amino acids and Peptides|Shikimates and Phenylpropanoids	1.0	Small peptides	1.0	Aminoacids	1.0	4.0	0.3263048	ISDB	YBAFDPFAUTYYRW-YUMQZZPRSA-N	InChI=1S/C11H20N2O5/c1-6(2)5-8(11(17)18)13-10(16)7(12)3-4-9(14)15/h6-8H,3-5,12H2,1-2H3,(H,13,16)(H,14,15)(H,17,18)/t7-,8-/m0/s1	CC(C)C[C@H](N=C(O)[C@@H](N)CCC(=O)O)C(=O)O	C11H20N2O5		260.13722174	YBAFDPFAUTYYRW	Amino acids and Peptides|Shikimates and Phenylpropanoids	Small peptides	Aminoacids	Trypanosoma brucei	494245.0	['Eukaryota']	['Unknown']	['Unknown']	['Unknown']	['Kinetoplastea']	['Unknown']	['Unknown']	['Trypanosoma']	['Trypanosoma brucei']		['Eukaryota']									1	3	4.326304793357849	1
