rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
138	1	1	1	0.6129523387126943	-5.96039935577847	0.9999999999999999	55.648637139083895	C22H42O4	[M + H]+	SAOKZLXYCUGLFA	InChI=1S/C22H42O4/c1-5-9-13-19(7-3)17-25-21(23)15-11-12-16-22(24)26-18-20(8-4)14-10-6-2/h19-20H,5-18H2,1-4H3	Mollan S	CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC	6.80000019	7641;10474929;25021586;40468165;40468166;129318096;131869150	HMDB:(40270);PubChem class - food;Maconda:(CON00008);ZINC bio:(ZINC03875703 ZINC03875704 ZINC12359968);additional;HSDB:(103-23-1);MeSH:(7641);PubMed;NORMAN:(NS00008424);COCONUT:(CNP0163215);PubChem:(7641 10474929 25021586 40468165 40468166 129318096 131869150);CHEBI:(34675);PubChem class - bio and metabolites;KEGG:(C14240);PubChem class - safety and toxic;Training Set	221013870	371.3156433105469	414.769	4040_mapp_batch_00010_sirius_75
139	1	1	1	0.6113085162540219	-6.123296114149792	0.9999999999999999	57.990514740798986	C22H42O4	[M + H]+	SAOKZLXYCUGLFA	InChI=1S/C22H42O4/c1-5-9-13-19(7-3)17-25-21(23)15-11-12-16-22(24)26-18-20(8-4)14-10-6-2/h19-20H,5-18H2,1-4H3	Mollan S	CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC	6.80000019	7641;10474929;25021586;40468165;40468166;129318096;131869150	HMDB:(40270);PubChem class - food;Maconda:(CON00008);ZINC bio:(ZINC03875703 ZINC03875704 ZINC12359968);additional;HSDB:(103-23-1);MeSH:(7641);PubMed;NORMAN:(NS00008424);COCONUT:(CNP0163215);PubChem:(7641 10474929 25021586 40468165 40468166 129318096 131869150);CHEBI:(34675);PubChem class - bio and metabolites;KEGG:(C14240);PubChem class - safety and toxic;Training Set	221013870	371.31573486328125	406.653	3392_mapp_batch_00010_sirius_210
140	1	1	1	0.6066862912488296	-87.37252587185357	0.9999999999999999	19.302273653914906	C20H22N2O4	[M + H]+	OZFDJYNLTZUREV	InChI=1S/C20H22N2O4/c1-25-17-12-16(13-18(14-17)26-2)20(24)22-10-8-21(9-11-22)19(23)15-6-4-3-5-7-15/h3-7,12-14H,8-11H2,1-2H3	Oprea1_358299	COC1=CC(=CC(=C1)C(=O)N2CCN(CC2)C(=O)C3=CC=CC=C3)OC	2.29999995	1074747	PubChem:(1074747);COCONUT:(CNP0417179)	2097154	355.16522216796875	140.525	437_mapp_batch_00010_sirius_1415
141	1	1	1	0.6037350001994412	-3.1835799775087397	0.9999999999999999	80.97092329606097	C10H18O4	[M + H]+	LNLCRJXCNQABMV	InChI=1S/C10H18O4/c1-13-9(11)7-5-3-4-6-8-10(12)14-2/h3-8H2,1-2H3	Dimethyl octanedioate	COC(=O)CCCCCCC(=O)OC	2.08394742	15611	NORMAN:(NS00025679);COCONUT:(CNP0371182);Natural Products:(UNPD115454);PubChem:(15611);SuperNatural:(SN00002730);CHEBI:(81345);ZINC bio:(ZINC02039283);additional;KEGG:(C17803);Training Set;PubMed	3989858	203.12767028808594	178.601	1502_mapp_batch_00010_sirius_8091
142	1	1	1	0.6035751693520547	-73.9481664495068	0.9999999999999999	22.508724383237926	C22H26N2O4	[M + H]+	DYRIPFNDRNJQON	InChI=1S/C22H26N2O4/c25-20(15-17-9-3-1-4-10-17)23-14-8-7-13-19(22(27)28)24-21(26)16-18-11-5-2-6-12-18/h1-6,9-12,19H,7-8,13-16H2,(H,23,25)(H,24,26)(H,27,28)	Di-PA-DL-lysine	C1=CC=C(C=C1)CC(=O)NCCCCC(C(=O)O)NC(=O)CC2=CC=CC=C2	2.70000005	47618;47620	PubChem:(47618 47620);PubChem class - safety and toxic	67108866	383.1964416503906	151.222	3299_mapp_batch_00010_sirius_5905
143	1	1	1	0.6004278535602898	-8.548584753705509	0.9999999999999999	63.54617251582604	C10H20N2O4	[M + H]+	BQBCIBCLXBKYHW	InChI=1S/C10H20N2O4/c1-5(2)4-7(10(15)16)12-9(14)8(11)6(3)13/h5-8,13H,4,11H2,1-3H3,(H,12,14)(H,15,16)	threonylleucine	CC(C)CC(C(=O)O)NC(=O)C(C(C)O)N	-0.547524393	4420322;7021827;7021828;6427024;9877991;133126559	COCONUT:(CNP0347748);HMDB:(29065);PubChem:(4420322 7021827 7021828 6427024 9877991 133126559);CHEBI:(74860);ZINC bio:(ZINC38202328);additional;PubChem class - bio and metabolites;Training Set;PubMed	19423338	233.14978790283203	41.891	2525_mapp_batch_00010_sirius_921
144	1	1	2	N/A	-587.1268285184307	0.9286432160804021	10.077890597329553	C34H49NO4	[M + Na]+	UNEMEGXTIJFGQW	InChI=1S/C34H49NO4/c1-6-22-8-7-20(13-26(22)35-18-19(2)36)11-21-12-24-10-9-23-16-33(24,15-21)32(4)29-25(23)17-31(32,3)34(38)28(39-5)14-27(37)30(29)34/h7-8,13,19,21,23-25,28-30,35-36,38H,6,9-12,14-18H2,1-5H3	null	CCC1=C(C=C(C=C1)CC2CC3CCC4CC3(C2)C5(C6C4CC5(C7(C6C(=O)CC7OC)O)C)C)NCC(C)O	5.65477419	""	COCONUT:(CNP0413004);SuperNatural:(SN00170091)	3145728	558.3561401367188	272.268	1052_mapp_batch_00010_sirius_6850
145	1	1	2	N/A	-253.30049363343502	0.1834170854271357	71.25850220387522	C20H31N3O5S	[M + H]+	ZEXRVMWGHHLKPI	InChI=1S/C20H31N3O5S/c1-4-16-14-23(29(26,27)19-7-5-18(28-3)6-8-19)12-9-17(16)13-20(25)22-11-10-21-15(2)24/h5-8,16-17H,4,9-14H2,1-3H3,(H,21,24)(H,22,25)	N-(2-acetamidoethyl)-2-[(3R,4S)-3-ethyl-1-(4-methoxyphenyl)sulfonylpiperidin-4-yl]acetamide	CCC1CN(CCC1CC(=O)NCCNC(=O)C)S(=O)(=O)C2=CC=C(C=C2)OC	1.10000002	11912457	COCONUT:(CNP0021903);PubChem:(11912457);SuperNatural:(SN00012632);ZINC bio:(ZINC05415189)	3153922	426.2041015625	80.393	1017_mapp_batch_00010_sirius_1645
146	1	1	1	0.5995199768444796	-36.06802725850688	0.9999999999999999	70.36463959124022	C9H19N3O3	[M + H]+	QXRNAOYBCYVZCD	InChI=1S/C9H19N3O3/c1-6(11)8(13)12-7(9(14)15)4-2-3-5-10/h6-7H,2-5,10-11H2,1H3,(H,12,13)(H,14,15)	L-Alanyl-L-lysine	CC(C(=O)NC(CCCCN)C(=O)O)N	-3.5	4130575;4432224;7016105;7016106;16122508;20111853;20111874;44398615;102295434	COCONUT:(CNP0365421);HMDB:(28692);Natural Products:(UNPD121255);PubChem:(4130575 4432224 7016105 7016106 16122508 20111853 20111874 44398615 102295434);SuperNatural:(SN00239856);CHEBI:(132403);ZINC bio:(ZINC02522662);additional;PubChem class - bio and metabolites;Training Set;PubMed	20504682	218.1490936279297	26.305	2103_mapp_batch_00010_sirius_5462
147	1	1	2	N/A	-421.63844576733214	0.8994974874371859	42.724857038664474	C18H26N4O5	[M + H]+	GSUFFWCFSGVFBU	InChI=1S/C18H26N4O5/c1-2-20-18(26)22-9-3-4-15(23)14(10-22)21-17(25)12-5-7-13(8-6-12)27-11-16(19)24/h5-8,14-15,23H,2-4,9-11H2,1H3,(H2,19,24)(H,20,26)(H,21,25)	null	CCNC(=O)N1CCCC(C(C1)NC(=O)C2=CC=C(C=C2)OCC(=O)N)O	-0.300000012	26741971	COCONUT:(CNP0401577);PubChem:(26741971);SuperNatural:(SN00021377);ZINC bio:(ZINC15671896)	3153922	379.1966552734375	47.153	2561_mapp_batch_00010_sirius_3137
148	1	1	1	0.5943405324842206	-8.960698965752096	0.9999999999999999	27.076716657041757	C15H22N2O3	[M + H]+	RFCVXVPWSPOMFJ	InChI=1S/C15H22N2O3/c1-10(2)8-13(15(19)20)17-14(18)12(16)9-11-6-4-3-5-7-11/h3-7,10,12-13H,8-9,16H2,1-2H3,(H,17,18)(H,19,20)	Phenylalanylleucine	CC(C)CC(C(=O)O)NC(=O)C(CC1=CC=CC=C1)N	1.55695367	76808;4078229;7010521;23278178;44372743;57147903;61724362;61157878;71359973;78975638;78985342;78985484	COCONUT:(CNP0139131);PubChem:(76808 4078229 7010521 23278178 44372743 57147903 61724362 61157878 71359973 78975638 78985342 78985484);CHEBI:(91150);ZINC bio:(ZINC02390944);additional;PubChem class - bio and metabolites;MeSH:(76808 4078229);Training Set;PubMed;KEGG Mine	8609357926	279.17041015625	79.958	1844_mapp_batch_00010_sirius_1103
149	1	1	1	0.5941295797731905	-8.96574705815937	0.9999999999999999	29.24109772798592	C15H22N2O3	[M + H]+	RFCVXVPWSPOMFJ	InChI=1S/C15H22N2O3/c1-10(2)8-13(15(19)20)17-14(18)12(16)9-11-6-4-3-5-7-11/h3-7,10,12-13H,8-9,16H2,1-2H3,(H,17,18)(H,19,20)	Phenylalanylleucine	CC(C)CC(C(=O)O)NC(=O)C(CC1=CC=CC=C1)N	1.55695367	76808;4078229;7010521;23278178;44372743;57147903;61724362;61157878;71359973;78975638;78985342;78985484	COCONUT:(CNP0139131);PubChem:(76808 4078229 7010521 23278178 44372743 57147903 61724362 61157878 71359973 78975638 78985342 78985484);CHEBI:(91150);ZINC bio:(ZINC02390944);additional;PubChem class - bio and metabolites;MeSH:(76808 4078229);Training Set;PubMed;KEGG Mine	8609357926	279.17042541503906	85.756	4143_mapp_batch_00010_sirius_100
150	1	1	1	0.5917019653285355	-10.099879004669207	0.9999999999999999	45.21595785673759	C10H20N2O4	[M + H]+	DRCKHKZYDLJYFQ	InChI=1S/C10H20N2O4/c1-4-5(2)7(11)9(14)12-8(6(3)13)10(15)16/h5-8,13H,4,11H2,1-3H3,(H,12,14)(H,15,16)	L-Isoleucyl-L-threonine	CCC(C)C(C(=O)NC(C(C)O)C(=O)O)N	-0.547524393	18218220;16122515;44298493;61156963;61173760;104965204;104965360	HMDB:(28917);PubChem:(18218220 16122515 44298493 61156963 61173760 104965204 104965360);CHEBI:(141441);additional;Training Set;PubMed	540778	233.1495132446289	23.486	1244_mapp_batch_00010_sirius_687
151	1	1	1	0.5916168368175074	-8.591724904942232	0.9999999999999999	39.416419118004036	C15H22N2O4	[M + H]+	AUEJLPRZGVVDNU	InChI=1S/C15H22N2O4/c1-9(2)7-13(15(20)21)17-14(19)12(16)8-10-3-5-11(18)6-4-10/h3-6,9,12-13,18H,7-8,16H2,1-2H3,(H,17,19)(H,20,21)	Tyrosylleucine	CC(C)CC(C(=O)O)NC(=O)C(CC1=CC=C(C=C1)O)N	1.13415849	87071;4466134;7009561;61725835;61158063;67313913;92259273;92259274;102185128;103869061;103869070	COCONUT:(CNP0356676);HMDB:(29109);Natural Products:(UNPD167530);PubChem:(87071 4466134 7009561 61725835 61158063 67313913 92259273 92259274 102185128 103869061 103869070);SuperNatural:(SN00331813);CHEBI:(75003);ZINC bio:(ZINC02384781);additional;MeSH:(87071 4466134);Training Set;PubMed	3727470	295.16607666015625	61.489999999999995	3508_mapp_batch_00010_sirius_240
152	1	1	1	0.5861149435674415	-0.23114273348812184	0.9999999999999999	8037.837939008289	C21H44NO7P	[M + H]+	YVYMBNSKXOXSKW	InChI=1S/C21H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-21(24)27-18-20(23)19-29-30(25,26)28-17-16-22/h20,23H,2-19,22H2,1H3,(H,25,26)	1-16:0-lysoPE	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)O	2.4000001	89229;5256421;9547069;25229539;58177710;72199749;101048330	HMDB:(11503);additional;MeSH:(89229);PubMed;Lipid:(LPE(16:0));NORMAN:(NS00047196);COCONUT:(CNP0346648);PubChem:(89229 5256421 9547069 25229539 58177710 72199749 101048330);CHEBI:(73134 73004);PubChem class - bio and metabolites;YMDB:(1197);Training Set;Biocyc:(CPD0-2234 CPD-8353);KEGG Mine	12904646766	454.29296875	285.368	3825_mapp_batch_00010_sirius_27
153	1	1	1	0.5846118692584801	-25.086731781414308	0.9999999999999999	87.44350158695312	C27H51O12P	[M + H]+	UGDOFRYHDCDVHD	InChI=1S/C27H51O12P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(29)37-18-20(28)19-38-40(35,36)39-27-25(33)23(31)22(30)24(32)26(27)34/h9-10,20,22-28,30-34H,2-8,11-19H2,1H3,(H,35,36)	1-(9Z-octadecenoyl)-sn-glycero-3-phospho-(1''-myo-inositol)	CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OC1C(C(C(C(C1O)O)O)O)O)O	2.5	42607496;74819152;86289644;86289645;138270730	HMDB:(61693);YMDB:(1243);PubChem:(42607496 74819152 86289644 86289645 138270730);CHEBI:(82753 78762)	65578	599.3192138671875	281.878	3948_mapp_batch_00010_sirius_53
154	1	1	1	0.582533680155136	-4.921787356172255	0.9999999999999999	15.528946668634752	C17H33NO4	[M + H]+	LZOSYCMHQXPBFU	InChI=1S/C17H33NO4/c1-5-6-7-8-9-10-11-12-17(21)22-15(13-16(19)20)14-18(2,3)4/h15H,5-14H2,1-4H3/p+1	Tocris-0477	CCCCCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C	3.79999995	3332882;6604726;10245190;11953821;71454370;71454369;131667487;132936249;131868783;131868784	HMDB:(651 62631);SuperNatural:(SN00014199 SN00030470);ZINC bio:(ZINC08036003 ZINC32786266);additional;MeSH:(10245190);PubMed;NORMAN:(NS00015028);COCONUT:(CNP0346664);PubChem:(3332882 6604726 10245190 11953821 71454370 71454369 131667487 132936249 131868783 131868784);CHEBI:(68830 28717);PubChem class - bio and metabolites;KEGG:(C03299);Training Set;Biocyc:(CPD-19741)	20736366	316.2482604980469	186.257	4654_mapp_batch_00010_sirius_7690
155	1	1	1	0.5824899445973687	-131.55655804733908	0.9999999999999999	39.242647044880336	C19H20N2O4	[M + H]+	NTRBNFOLBJWRAO	InChI=1S/C19H20N2O4/c22-17(14-8-3-1-4-9-14)20-13-7-12-16(19(24)25)21-18(23)15-10-5-2-6-11-15/h1-6,8-11,16H,7,12-13H2,(H,20,22)(H,21,23)(H,24,25)	L-ornithurate	C1=CC=C(C=C1)C(=O)NCCCC(C(=O)O)NC(=O)C2=CC=CC=C2	2.5	569642;184849;25201266;101293581	COCONUT:(CNP0255273);Natural Products:(UNPD148431);PubChem:(569642 184849 25201266 101293581);CHEBI:(16305 57722);KEGG:(C03712);Biocyc:(CPD-430)	2132258	341.1496124267578	132.209	3176_mapp_batch_00010_sirius_593
156	1	1	3	N/A	-211.455055292066	0.7869346733668343	33.69948999789933	C15H27N5O5	[M + K]+	LTLYEAJONXGNFG	InChI=1S/C15H27N5O5/c1-8(2)7-9(20-13(22)10-11(25-10)14(23)24)12(21)18-5-3-4-6-19-15(16)17/h8-11H,3-7H2,1-2H3,(H,18,21)(H,20,22)(H,23,24)(H4,16,17,19)	Lopac-E-3132	CC(C)CC(C(=O)NCCCCN=C(N)N)NC(=O)C1C(O1)C(=O)O	-0.899999976	123985;439487;4641099;7098620;9906750;15571349;11957542;21027929;44120076;58648629;58669339;92851336;117863630;124352002;134693142	COCONUT:(CNP0341199);PubChem:(123985 439487 4641099 7098620 9906750 15571349 11957542 21027929 44120076 58648629 58669339 92851336 117863630 124352002 134693142);CHEBI:(30270);ZINC bio:(ZINC04095645 ZINC04475165 ZINC13493525 ZINC28244802);additional;MeSH:(123985 439487 4641099 11957542 134693142);KEGG:(C01341);PubChem class - safety and toxic;Training Set;PubMed	69755238	396.16314697265625	261.087	4467_mapp_batch_00010_sirius_7521
157	1	1	1	0.577929082733623	-0.4355184893781204	0.9999999999999999	86.23369345668578	C18H39NO2	[M + H]+	OTKJDMGTUTTYMP	InChI=1S/C18H39NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h17-18,20-21H,2-16,19H2,1H3	saginfol	CCCCCCCCCCCCCCCC(C(CO)N)O	5.80000019	3126;91486;644242;401256;447883;3058739;5746414;6603822;13528090;46878428;90658247;89054496;102515217;129856539;129887204;131846123;138986936;138986938	HMDB:(269);SuperNatural:(SN00339357 SN00314363 SN00361267 SN00237998);ZINC bio:(ZINC08036012 ZINC08214671);additional;MeSH:(3126 91486 3058739 5746414 6603822);Plantcyc:(CPD-13612 CPD-13613);PubMed;NORMAN:(NS00014822);COCONUT:(CNP0083322 CNP0239767);KNApSAcK:(7540);Natural Products:(UNPD176931 UNPD9061 UNPD119339 UNPD11588);PubChem:(3126 91486 644242 401256 447883 3058739 5746414 6603822 13528090 46878428 90658247 89054496 102515217 129856539 129887204 131846123 138986936 138986938);CHEBI:(16566 57817 46968);PubChem class - bio and metabolites;KEGG:(C00836);PubChem class - safety and toxic;YMDB:(327);Training Set;PubChem class - drug;Biocyc:(CPD-13612 CPD-13613 CPD-18488)	121629054	302.30535888671875	264.127	4406_mapp_batch_00010_sirius_7205
158	1	1	1	0.5750202557779533	-149.74834253638437	0.9999999999999999	37.14049026307783	C19H27N3O4	[M + H]+	JJHICDOJODSCBX	InChI=1S/C19H27N3O4/c1-12(2)15(20)18(24)22-10-8-14(9-11-22)17(23)21-16(19(25)26)13-6-4-3-5-7-13/h3-7,12,14-16H,8-11,20H2,1-2H3,(H,21,23)(H,25,26)	(2S)-phenyl({[1-(L-valyl)piperidin-4-yl]carbonyl}amino)ethanoic acid	CC(C)C(C(=O)N1CCC(CC1)C(=O)NC(C2=CC=CC=C2)C(=O)O)N	-1.0	1787686;1787687;4835871	COCONUT:(CNP0386710);PubChem:(1787686 1787687 4835871);SuperNatural:(SN00060310);ZINC bio:(ZINC02132196)	3153922	362.2088317871094	73.004	4834_mapp_batch_00010_sirius_4014
159	1	1	1	0.5688480097884298	-8.366911692024084	0.9999999999999999	95.2610970149849	C11H20N2O5	[M + H]+	SNFUTDLOCQQRQD	InChI=1S/C11H20N2O5/c1-3-6(2)9(11(17)18)13-10(16)7(12)4-5-8(14)15/h6-7,9H,3-5,12H2,1-2H3,(H,13,16)(H,14,15)(H,17,18)	2-[(2-amino-4-carboxybutanoyl)amino]-3-methylpentanoic acid	CCC(C)C(C(=O)O)NC(=O)C(CCC(=O)O)N	-0.457407683	9813855;18218200;64889909;64890107	COCONUT:(CNP0279819);HMDB:(28822);Natural Products:(UNPD52503);PubChem:(9813855 18218200 64889909 64890107);SuperNatural:(SN00240631);CHEBI:(141436);additional;PubChem class - bio and metabolites;Training Set	20496426	261.1445617675781	43.33	2157_mapp_batch_00010_sirius_361
160	1	1	3	N/A	-790.169065630235	0.7472361809045227	33.775219495376916	C27H38FN5O4	[M + H]+	HDMKUUIQVQQSIE	InChI=1S/C27H38FN5O4/c28-21-8-4-7-20(16-21)26(36)32-13-14-33(27(37)19-9-11-30-12-10-19)23(17-32)25(35)31-22(24(29)34)15-18-5-2-1-3-6-18/h4,7-8,16,18-19,22-23,30H,1-3,5-6,9-15,17H2,(H2,29,34)(H,31,35)	(2R)-N-[(2S)-1-amino-3-cyclohexyl-1-oxopropan-2-yl]-4-(3-fluorobenzoyl)-1-(piperidine-4-carbonyl)piperazine-2-carboxamide	C1CCC(CC1)CC(C(=O)N)NC(=O)C2CN(CCN2C(=O)C3CCNCC3)C(=O)C4=CC(=CC=C4)F	2.20000005	7673730;7673731	COCONUT:(CNP0397677 CNP0413628);PubChem:(7673730 7673731);SuperNatural:(SN00012275);ZINC bio:(ZINC05413420)	3153922	516.2989501953125	158.095	3467_mapp_batch_00010_sirius_227
161	1	1	3	0.5666873808073948	-184.70130849322476	0.478391959798995	46.20375617122409	C15H14N4O4	[M + Na]+	SGAHUNZKOXQOFW	InChI=1S/C15H14N4O4/c1-10-3-5-12(18(20)21)7-14(10)16-9-17-15-8-13(19(22)23)6-4-11(15)2/h3-9H,1-2H3,(H,16,17)	N,N''-bis(2-methyl-5-nitrophenyl)methanimidamide	CC1=C(C=C(C=C1)[N+](=O)[O-])NC=NC2=C(C=CC(=C2)[N+](=O)[O-])C	3.29999995	3655442	PubChem:(3655442);PubChem class - safety and toxic	67108866	337.0894317626953	80.393	5052_mapp_batch_00010_sirius_3742
162	1	1	4	0.5659277653598069	-208.33805567034184	0.6934673366834171	21.91467385556792	C17H33N5O6	[M + H]+	IMAKMJCBYCSMHM	InChI=1S/C17H33N5O6/c18-9-3-1-5-11(20)15(25)21-12(7-8-14(23)24)16(26)22-13(17(27)28)6-2-4-10-19/h11-13H,1-10,18-20H2,(H,21,25)(H,22,26)(H,23,24)(H,27,28)	6-amino-2-[[4-carboxy-2-(2,6-diaminohexanoylamino)butanoyl]amino]hexanoic acid	C(CCN)CC(C(=O)NC(CCC(=O)O)C(=O)NC(CCCCN)C(=O)O)N	-6.80000019	446462;18222427;101028810	COCONUT:(CNP0347351);PubChem:(446462 18222427 101028810);PubMed;PubChem class - bio and metabolites	18874434	404.25201416015625	249.58499999999998	5038_mapp_batch_00010_sirius_7299
163	1	1	1	0.564879942295665	-17.975572059330066	0.9999999999999999	47.79965154009184	C23H50NO6P	[M + H]+	JIJGULMDDZORPH	InChI=1S/C23H50NO6P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-19-28-21-23(25)22-30-31(26,27)29-20-18-24/h23,25H,2-22,24H2,1H3,(H,26,27)	1-octadecyl-sn-glycero-3-phosphoethanolamine	CCCCCCCCCCCCCCCCCCOCC(COP(=O)(O)OCCN)O	3.79999995	42607467	PubChem:(42607467);CHEBI:(138426)	34	468.34490966796875	334.777	3781_mapp_batch_00010_sirius_15
164	1	1	1	0.5628719014632665	-25.357694451139956	0.9999999999999999	63.662142470536466	C21H39NO5	[M + H]+	KMAOMYOPEIRFLB	InChI=1S/C21H39NO5/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(23)22-18(21(26)27)16-17-20(24)25/h18H,2-17H2,1H3,(H,22,23)(H,24,25)(H,26,27)	Palmitoylglutamic acid	CCCCCCCCCCCCCCCC(=O)NC(CCC(=O)O)C(=O)O	6.4000001	161955;3649795;23390005;102467867	NORMAN:(NS00013935);PubChem:(161955 3649795 23390005 102467867);PubChem class - bio and metabolites;MeSH:(161955);PubChem class - safety and toxic;PubMed	84148294	386.29039001464844	317.982	4409_mapp_batch_00010_sirius_7514
165	2	1	1	0.562004592553055	-28.695844021592	0.9999999999999999	59.96372535385172	C27H51O12P	[M + H]+	UGDOFRYHDCDVHD	InChI=1S/C27H51O12P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(29)37-18-20(28)19-38-40(35,36)39-27-25(33)23(31)22(30)24(32)26(27)34/h9-10,20,22-28,30-34H,2-8,11-19H2,1H3,(H,35,36)	1-(9Z-octadecenoyl)-sn-glycero-3-phospho-(1''-myo-inositol)	CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OC1C(C(C(C(C1O)O)O)O)O)O	2.5	42607496;74819152;86289644;86289645;138270730	HMDB:(61693);YMDB:(1243);PubChem:(42607496 74819152 86289644 86289645 138270730);CHEBI:(82753 78762)	65578	599.3193359375	291.683	2234_mapp_batch_00010_sirius_381
166	1	1	1	0.5598932371798067	-10.49769082349697	0.9999999999999999	67.82678377124577	C24H48NO9P	[M + H]+	ZPDQFUYPBVXUKS	InChI=1S/C24H48NO9P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(27)32-18-21(26)19-33-35(30,31)34-20-22(25)24(28)29/h21-22,26H,2-20,25H2,1H3,(H,28,29)(H,30,31)	lysoPS	CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(C(=O)O)N)O	3.0999999	9547101;42607474;44474572;58841829;74819135;86583413;88938160;88938191;88938196;90820445;101205060	HMDB:(61698);PubChem:(9547101 42607474 44474572 58841829 74819135 86583413 88938160 88938191 88938196 90820445 101205060);CHEBI:(85403 84467);additional;PubChem class - bio and metabolites;EcoCyc Mine;MeSH:(42607474);YMDB:(1256);Training Set;PubMed	17197252718	526.3145141601562	326.719	3382_mapp_batch_00010_sirius_208
167	1	1	1	0.5566496504653314	-47.605450564213776	0.9999999999999999	4019.7291600422654	C26H50NO7P	[M + H]+	LSUXCWJOIAWGOU	InChI=1S/C26H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)34-25(23-28)24-33-35(30,31)32-22-21-27(2,3)4/h9-10,12-13,25,28H,5-8,11,14-24H2,1-4H3/p+1	2-18:2(9Z,12Z)-lysoPC	CCCCCC=CCC=CCCCCCCCC(=O)OC(CO)COP(=O)(O)OCC[N+](C)(C)C	5.0999999	11005822;11005823;24039329;24871190;54050940;71768169;71768170;87523354;87523355;131770476;131770477	COCONUT:(CNP0419968);HMDB:(62711);PubChem:(11005822 11005823 24039329 24871190 54050940 71768169 71768170 87523354 87523355 131770476 131770477);YMDB Mine;CHEBI:(76084);Training Set;PubMed	34361852010	520.3399047851562	265.221	3443_mapp_batch_00010_sirius_224
168	1	1	1	0.5561125366022156	-15.004186124687392	0.9999999999999999	89.83163056272576	C7H14N2O3	[M + H]+	JRLGPAXAGHMNOL	InChI=1S/C7H14N2O3/c1-5(10)9-6(7(11)12)3-2-4-8/h6H,2-4,8H2,1H3,(H,9,10)(H,11,12)	bmse000195	CC(=O)NC(CCCN)C(=O)O	-1.16614735	907;439232;6992102;40152689;40152690;131708631	HMDB:(3357);ZINC bio:(ZINC01532657 ZINC02165184);additional;MeSH:(439232);Plantcyc:(N-ALPHA-ACETYLORNITHINE);PubMed;NORMAN:(NS00014889);COCONUT:(CNP0254426);PubChem:(907 439232 6992102 40152689 40152690 131708631);CHEBI:(57805 16543);PubChem class - bio and metabolites;KEGG:(C00437);YMDB:(28);Training Set;Biocyc:(SMA-0000510 N-ALPHA-ACETYLORNITHINE SMA-0000479)	19884398	175.1072235107422	17.358	1589_mapp_batch_00010_sirius_5405
169	3	1	1	0.5560100287950406	-1.038363753917593	0.9899497487437187	16.783511837876826	C24H50NO7P	[M + K]+	ASWBNKHCZGQVJV	InChI=1S/C24H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)30-21-23(26)22-32-33(28,29)31-20-19-25(2,3)4/h23,26H,5-22H2,1-4H3/p+1	1-16:0-lysoPC	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O	5.5999999	86554;86555;460602;460603;5313979;10097314;71751445;71751446;124202819;124202820;136212657;136212658	HMDB:(10382 62541);SuperNatural:(SN00036442 SN00036458);ZINC bio:(ZINC08214423 ZINC08219063);additional;MeSH:(86554 460602);Plantcyc:(CPD-8343);PubMed;COCONUT:(CNP0123091 CNP0346626);Natural Products:(UNPD14479 UNPD24099);PubChem:(86554 86555 460602 460603 5313979 10097314 71751445 71751446 124202819 124202820 136212657 136212658);CHEBI:(72998 28468);PubChem class - bio and metabolites;KEGG:(C04102);PubChem class - safety and toxic;YMDB:(1179);Training Set;Biocyc:(CPD-8343)	87812462	534.2958068847656	286.733	4980_mapp_batch_00010_sirius_7597
