id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
627_mapp_batch_00010_sirius_1592	C18H36O5	[M + H]+	C18H36O5	Fatty acids	0.9925732612609863	Octadecanoids	0.6971490979194641	Other Octadecanoids	0.8216693997383118	Long-chain fatty acids	0.7992615699768066	Long-chain fatty acids	0.7992615699768066	Fatty acids and conjugates	0.9936916828155518	Fatty Acyls	0.999808132648468	Lipids and lipid-like molecules	0.9996241331100464	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
698_mapp_batch_00010_sirius_8013	C28H42O	[M + H]+	C28H42O	Terpenoids	0.996371865272522	Steroids	0.7898440957069397	Cholestane steroids	0.760680079460144	3-hydroxy delta-5-steroids	0.5632491111755371	3-hydroxysteroids	0.3645276129245758	Hydroxysteroids	0.3591345250606537	Steroids and steroid derivatives	0.9874035120010376	Lipids and lipid-like molecules	0.99826580286026	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Steroids and steroid derivatives; Organooxygen compounds; Oxosteroids; Secondary alcohols; Carbonyl compounds; 3-hydroxy delta-5-steroids; Delta-5-steroids; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities
797_mapp_batch_00010_sirius_1614	C22H40N4O5	[M + H]+	C22H40N4O5	Amino acids and Peptides	0.9994755387306213	Small peptides	0.9369540810585022	Tripeptides	0.7224397659301758	Peptides	0.9988701939582825	Peptides	0.9988701939582825	Amino acids, peptides, and analogues	0.9999947547912598	Carboxylic acids and derivatives	0.999940037727356	Organic acids and derivatives	0.9999926090240479	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Heterocyclic fatty acids; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Valine and derivatives; Proline and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
560_mapp_batch_00010_sirius_5600	C20H29N3O5	[M + H]+	C20H29N3O5	Amino acids and Peptides	0.9999949932098389	Small peptides	0.9999932050704956	Dipeptides	0.9162912368774414	Oligopeptides	0.7458943128585815	Peptides	0.9991414546966553	Amino acids, peptides, and analogues	1.0	Carboxylic acids and derivatives	1.0	Organic acids and derivatives	1.0	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Phenylpropanoic acids; N-acylpyrrolidines; Organic oxides; Azacyclic compounds; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Tyrosine and derivatives; Phenylalanine and derivatives; Proline and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Oligopeptides; Chemical entities
461_mapp_batch_00010_sirius_1569	C16H33NO	[M + H]+	C16H33NO	Fatty acids	0.9409013390541077	Fatty amides	0.9532760381698608	Primary amides	0.927772581577301	Lipids and lipid-like molecules	0.5259093046188354							Lipids and lipid-like molecules	0.5259093046188354	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Carbene-type 1,3-dipolar compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1651_mapp_batch_00010_sirius_1064	C17H21FN2O	[M + H]+	C17H21FN2O	Alkaloids	0.9849622249603271	Lysine alkaloids	0.8785369992256165	Quinolizidine alkaloids	0.47344616055488586	Alpha amino acid amides	0.7306699156761169	Amino acids and derivatives	0.9838855266571045	Amino acids, peptides, and analogues	0.983876645565033	Carboxylic acids and derivatives	0.9838295578956604	Organic acids and derivatives	0.9989945292472839	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Halobenzenes; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Aryl fluorides; Carboxylic acid derivatives; Fluorobenzenes; Organofluorides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; Tertiary amines; Aryl halides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1035_mapp_batch_00010_sirius_651	C14H18N2O4	[M + H]+	C14H18N2O4	Amino acids and Peptides	0.9963678121566772	Small peptides	0.9998741149902344	Dipeptides	0.999171257019043	Dipeptides	0.9999802112579346	Peptides	0.9997435212135315	Amino acids, peptides, and analogues	0.9999998807907104	Carboxylic acids and derivatives	0.9999998807907104	Organic acids and derivatives	1.0	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Dialkylamines; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Secondary amines; Phenylpropanoic acids; Organic oxides; Azacyclic compounds; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Tyrosine and derivatives; Phenylalanine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Dipeptides; Chemical entities
528_mapp_batch_00010_sirius_1430	C17H23N3O3	[M + H]+	C17H23N3O3	Amino acids and Peptides	0.9999397993087769	Small peptides	0.9998146891593933	Dipeptides	0.9999580383300781	Dipeptides	1.0	Peptides	0.9999356269836426	Amino acids, peptides, and analogues	1.0	Carboxylic acids and derivatives	0.9999998807907104	Organic acids and derivatives	1.0	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Tryptamines and derivatives; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Substituted pyrroles; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Indoles; Aralkylamines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; 3-alkylindoles; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities
83_mapp_batch_00010_sirius_7953	C15H28O4	[M + H]+	C15H28O4	Fatty acids	0.6395131349563599	Fatty esters	0.643447995185852	Monoacylglycerols	0.6224714517593384	1-monoacylglycerols	0.6685307621955872	Monoacylglycerols	0.6631659865379333	Monoradylglycerols	0.7239866852760315	Glycerolipids	0.9550283551216125	Lipids and lipid-like molecules	0.9747465252876282	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monoacylglycerols; Monocarboxylic acids and derivatives; Carboxylic acid esters; 1-monoacylglycerols; Secondary alcohols; Carbonyl compounds; Polyols; 1,2-diols; Monoradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
13_mapp_batch_00010_sirius_6897	C38H41NO13	[M + K]+	C38H41NO13	Polyketides	0.8377224802970886	Macrolides	0.697112500667572	Enediynes	0.24434852600097656	Naphthacenes	0.6215539574623108					Naphthacenes	0.6215539574623108	Benzenoids	0.9981600642204285	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Naphthacenes; Naphthalenes; Lactones; Ketones; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Anthraquinones; Benzoic acids and derivatives; Benzamides; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Salicylic acid and derivatives; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Monosaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Naphthalenecarboxylic acids and derivatives; Furanones; Dihydrofurans; Oxanes; Terpene glycosides; Butenolides; Benzene and substituted derivatives; Polyols; Phenol ethers; Naphthalenecarboxamides; N-acyl-alpha amino acids; Benzenoids; Aminosaccharides; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities
1244_mapp_batch_00010_sirius_687	C10H20N2O4	[M + H]+	C10H20N2O4	Amino acids and Peptides	0.9999902248382568	Small peptides	0.9999867677688599	Dipeptides	0.9999818801879883	Dipeptides	0.999886155128479	Peptides	0.9999594688415527	Amino acids, peptides, and analogues	0.9999995231628418	Carboxylic acids and derivatives	0.9999998807907104	Organic acids and derivatives	1.0	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Hydroxy fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Hydroxy acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Beta hydroxy acids and derivatives; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities
1142_mapp_batch_00010_sirius_3271	C12H16N2O3	[M + H]+	C12H16N2O3	Amino acids and Peptides	0.9987012147903442	Small peptides	0.9999450445175171	Dipeptides	0.9996762275695801	Dipeptides	0.9999797344207764	Peptides	0.9981077909469604	Amino acids, peptides, and analogues	0.9999910593032837	Carboxylic acids and derivatives	0.9999958276748657	Organic acids and derivatives	0.9999997615814209	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Aralkylamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Alanine and derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities
904_mapp_batch_00010_sirius_1626	C21H36N4O5	[M + H]+	C21H36N4O5	Amino acids and Peptides	0.9997439980506897	Small peptides	0.9457454681396484	Tripeptides	0.6107921004295349	Peptides	0.9899274706840515	Peptides	0.9899274706840515	Amino acids, peptides, and analogues	0.9999974966049194	Carboxylic acids and derivatives	0.9999949932098389	Organic acids and derivatives	0.9999979734420776	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Heterocyclic fatty acids; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acyl-alpha amino acids; N-acylpyrrolidines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Azacyclic compounds; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Valine and derivatives; Proline and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
965_mapp_batch_00010_sirius_640	C12H24N2O3	[M + H]+	C12H24N2O3	Amino acids and Peptides	0.9993845224380493	Small peptides	0.9997126460075378	Dipeptides	0.9999620914459229	Dipeptides	0.9999589920043945	Peptides	0.9987384676933289	Amino acids, peptides, and analogues	0.9999908208847046	Carboxylic acids and derivatives	0.9999972581863403	Organic acids and derivatives	0.9999998807907104	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid salts; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Methyl-branched fatty acids; Organic zwitterions; Organic salts; Fatty Acyls; Organic oxides; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Leucine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities
